CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
87747493;Pontcharra-sur-Breda-Allevard;O;O;909000;1;041+393;PONTCHARRA;ISERE;6102;d9e53bae-6667-11e3-89ff-01f464e0362d;935112.6432000026;6486106.9551;6.00771208061662;45.43408981286293;45.43408981286293, 6.00771208061662;45.434089812844576, 6.0077120806166215;"{""coordinates"": [6.007712080616622, 45.434089812844576], ""type"": ""Point""}"
87281477;Arques (Pas-de-Calais);O;N;310000;1;066+995;ARQUES;PAS-DE-CALAIS;2940;d94549e2-6667-11e3-89ff-01f464e0362d;650627.1181000024;7070327.950199999;2.302004523795682;50.727682587411756;50.727682587411756, 2.3020045237956817;50.72768258739848, 2.3020045237956808;"{""coordinates"": [2.302004523795681, 50.72768258739848], ""type"": ""Point""}"
87773424;Lunel-Viel;N;O;810000;1;056+558;LUNEL-VIEL;HERAULT;5273;d999aace-6667-11e3-89ff-01f464e0362d;788202.5429000035;6287509.8352999985;4.09361390027053;43.68112696285351;43.68112696285351, 4.09361390027053;43.68112696283045, 4.0936139002705305;"{""coordinates"": [4.093613900270531, 43.68112696283045], ""type"": ""Point""}"
87583658;Charmant;O;N;570000;3;470+695;BOISNE-LA TUDE;CHARENTE;3623;e16eda34-19bf-11e5-a6ff-01fc64e0362d;478429.43829999864;6492776.221500002;0.162308672262789;45.49861546570347;45.49861546570347, 0.16230867226278942;45.49861546568528, 0.16230867226278745;"{""coordinates"": [0.162308672262787, 45.49861546568528], ""type"": ""Point""}"
87321745;Penhoët;N;O;515000;1;493+027;SAINT-NAZAIRE;LOIRE-ATLANTIQUE;8922;c0e03e3c-f312-11e3-90ff-015864e0362d;307219.69640000165;6700734.530699998;-2.200785505885233;47.29047012989129;47.29047012989129, -2.2007855058852326;47.29047012987831, -2.200785505885236;"{""coordinates"": [-2.200785505885236, 47.29047012987831], ""type"": ""Point""}"
87721860;Lamure-sur-Azergues;N;O;775000;1;065+100;LAMURE-SUR-AZERGUES;RHONE;4844;d9a5da92-6667-11e3-89ff-01f464e0362d;815359.5337999985;6552343.8838;4.492313405103372;46.061052469157644;46.061052469157644, 4.492313405103372;46.06105246914109, 4.492313405103373;"{""coordinates"": [4.492313405103373, 46.06105246914109], ""type"": ""Point""}"
87696807;Clamecy;O;O;753000;1;226+687;CLAMECY;NIEVRE;3735;e134f26a-19bf-11e5-a6ff-01fc64e0362d;739216.240699999;6707505.0911;3.52059693667432;47.466740174528674;47.466740174528674, 3.52059693667432;47.46674017451622, 3.5205969366743206;"{""coordinates"": [3.520596936674321, 47.46674017451622], ""type"": ""Point""}"
87741306;St-Avre-la-Chambre;O;O;900000;1;198+081;SAINT-AVRE;SAVOIE;6384;d9496cf6-6667-11e3-89ff-01f464e0362d;958591.9494000003;6478006.135899998;6.303406681231636;45.352757170793396;45.352757170793396, 6.303406681231636;45.35275717077479, 6.303406681231639;"{""coordinates"": [6.303406681231639, 45.35275717077479], ""type"": ""Point""}"
87641373;Les Trillers;N;O;695000;1;318+744;VAUX;ALLIER;5125;d9a1bb26-6667-11e3-89ff-01f464e0362d;669269.0354000032;6590588.5559;2.599907234080537;46.41455303110547;46.41455303110547, 2.5999072340805367;46.41455303108992, 2.5999072340805363;"{""coordinates"": [2.599907234080536, 46.41455303108992], ""type"": ""Point""}"
87171736;Guignicourt;O;O;082000;1;021+272;VILLENEUVE-SUR-AISNE;AISNE;4384;e16c34cc-19bf-11e5-a6ff-01fc64e0362d;769752.6569000036;6926531.574200001;3.961335731591036;49.43440304172821;49.43440304172821, 3.961335731591036;49.434403041709025, 3.9613357315910367;"{""coordinates"": [3.961335731591037, 49.434403041709025], ""type"": ""Point""}"
87597849;Felletin;O;O;712000;1;423+045;FELLETIN;CREUSE;4135;e1c2f410-19bf-11e5-a6ff-01fc64e0362d;635590.382600002;6532208.651000001;2.169456195182989;45.88650240885839;45.88650240885839, 2.169456195182989;45.88650240884131, 2.1694561951829883;"{""coordinates"": [2.169456195182988, 45.88650240884131], ""type"": ""Point""}"
87343707;Blanc-Misseron;O;N;262000;1;260+128;CRESPIN;NORD;3245;e542b59e-6667-11e3-a7ff-01f464e0362d;747054.6023999974;7034324.300700001;3.660962558021376;50.40473569934951;50.40473569934951, 3.6609625580213763;50.404735699334836, 3.6609625580213767;"{""coordinates"": [3.660962558021377, 50.404735699334836], ""type"": ""Point""}"
87755835;La Motte-Ste-Rosseline;O;N;943000;1;004+557;LA MOTTE;VAR;4717;d9d53d72-6667-11e3-89ff-01f464e0362d;984392.6749000028;6270948.768599998;6.514909433623959;43.48065342240392;43.48065342240392, 6.514909433623959;43.480653422380385, 6.514909433623961;"{""coordinates"": [6.514909433623961, 43.480653422380385], ""type"": ""Point""}"
87116566;Nogent-l'Artaud-Charly;O;O;070000;1;083+778;NOGENT-L'ARTAUD;AISNE;5805;d9e3b0e6-6667-11e3-89ff-01f464e0362d;723601.9389000013;6874349.0803;3.322361564902094;48.96865518202849;48.96865518202849, 3.322361564902094;48.968655182007005, 3.3223615649020943;"{""coordinates"": [3.322361564902094, 48.968655182007005], ""type"": ""Point""}"
87144162;Laveline-devant-Bruyères;N;O;062000;1;023+257;LAVELINE-DEVANT-BRUYERES;VOSGES;4893;d9d4ec02-6667-11e3-89ff-01f464e0362d;978977.7427000031;6793873.7852;6.75522755899135;48.185506805863106;48.185506805863106, 6.75522755899135;48.185506805852775, 6.755227558991353;"{""coordinates"": [6.755227558991353, 48.185506805852775], ""type"": ""Point""}"
87297119;Verneuil-sur-Serre;N;O;229000;1;149+718;VERNEUIL-SUR-SERRE;AISNE;7158;d9c29cbc-6667-11e3-89ff-01f464e0362d;748143.4147000015;6949969.273800001;3.666258430210547;49.64702811623633;49.64702811623633, 3.666258430210547;49.64702811621816, 3.666258430210548;"{""coordinates"": [3.666258430210548, 49.64702811621816], ""type"": ""Point""}"
87182576;Bitschwiller (Haut-Rhin);N;O;130000;1;017+657;BITSCHWILLER-LES-THANN;HAUT-RHIN;3239;d9d09e5a-6667-11e3-89ff-01f464e0362d;1005007.5150000006;6755357.272100002;7.07825223339086;47.82770586464642;47.82770586464642, 7.07825223339086;47.82770586463502, 7.078252233390865;"{""coordinates"": [7.078252233390865, 47.82770586463502], ""type"": ""Point""}"
87345306;Montigny-en-Ostrevent;N;O;262000;1;222+890;MONTIGNY-EN-OSTREVENT;NORD;5621;29c3560e-dfbc-11e3-a2ff-01a464e0362d;713417.9011999965;7029307.705800001;3.188313413743694;50.361323615409574;50.361323615409574, 3.1883134137436944;50.3613236153947, 3.1883134137436944;"{""coordinates"": [3.188313413743694, 50.3613236153947], ""type"": ""Point""}"
87726802;Roanne;O;O;750000;1;420+471;ROANNE;LOIRE;9348;d97fb2b8-6667-11e3-89ff-01f464e0362d;782212.5876000002;6549399.288400002;4.06306753627084;46.03936961727752;46.03936961727752, 4.06306753627084;46.0393696172609, 4.063067536270841;"{""coordinates"": [4.063067536270841, 46.0393696172609], ""type"": ""Point""}"
87723197;Lyon-Part-Dieu;O;O;893000;1;507+525;LYON;RHONE;5296;e1bc80ac-19bf-11e5-a6ff-01fc64e0362d;844579.5085999966;6519584.860100001;4.860200803130667;45.76054053999095;45.76054053999095, 4.860200803130667;45.760540539973505, 4.8602008031306685;"{""coordinates"": [4.860200803130668, 45.760540539973505], ""type"": ""Point""}"
87726190;St-Étienne-Bellevue;O;O;798000;1;133+054;SAINT-ETIENNE;LOIRE;6439;d9d0d910-6667-11e3-89ff-01f464e0362d;808912.5927999988;6480675.6296;4.392583638096013;45.41686015623034;45.41686015623034, 4.392583638096013;45.41686015621192, 4.3925836380960135;"{""coordinates"": [4.392583638096013, 45.41686015621192], ""type"": ""Point""}"
87142125;Culmont-Chalindrey;O;O;846000;1;307+627;CHALINDREY;HAUTE-MARNE;3902;2953a9de-dfbc-11e3-a2ff-01a464e0362d;883219.8465000018;6747987.318799999;5.448167554514215;47.80671574883246;47.80671574883246, 5.448167554514215;47.806715748821, 5.4481675545142165;"{""coordinates"": [5.448167554514217, 47.806715748821], ""type"": ""Point""}"
87734194;Parent-Coudes-Champeix;N;O;790000;1;444+105;PARENT;PUY-DE-DOME;5919;d9979676-6667-11e3-89ff-01f464e0362d;716888.9804999977;6501652.280699998;3.216704735574016;45.61418782407018;45.61418782407018, 3.2167047355740155;45.61418782405233, 3.2167047355740155;"{""coordinates"": [3.216704735574015, 45.61418782405233], ""type"": ""Point""}"
87345595;Wambaix;N;O;250000;1;198+424;WAMBAIX;NORD;7344;d9b6399e-6667-11e3-89ff-01f464e0362d;722275.935999997;7004002.965;3.311230613377989;50.13385784297831;50.13385784297831, 3.3112306133779894;50.133857842962406, 3.31123061337799;"{""coordinates"": [3.31123061337799, 50.133857842962406], ""type"": ""Point""}"
87276196;Garges-Sarcelles;N;O;272000;1;012+060;GARGES-LES-GONESSE;VAL-D'OISE;4273;d9c0cb5e-6667-11e3-89ff-01f464e0362d;655431.3795000017;6875429.322299998;2.391164835206995;48.97725713426417;48.97725713426417, 2.3911648352069954;48.97725713424272, 2.391164835206995;"{""coordinates"": [2.391164835206995, 48.97725713424272], ""type"": ""Point""}"
87613141;Gourdon;N;O;590000;2;559+437;GOURDON;LOT;4331;d9c0bac8-6667-11e3-89ff-01f464e0362d;572518.9512000009;6405984.018199999;1.389532573134262;44.74128735294577;44.74128735294577, 1.3895325731342623;44.74128735292548, 1.3895325731342612;"{""coordinates"": [1.389532573134261, 44.74128735292548], ""type"": ""Point""}"
87175067;Nançois-Tronville;O;O;027000;1;000+000;NANCOIS-SUR-ORNAIN;MEUSE;5731;d9e5db86-6667-11e3-89ff-01f464e0362d;868550.9481000006;6848860.7228999995;5.291378086944519;48.71786860549125;48.71786860549125, 5.291378086944519;48.71786860546848, 5.291378086944521;"{""coordinates"": [5.291378086944521, 48.71786860546848], ""type"": ""Point""}"
87594465;Aubazine-St-Hilaire;N;O;621000;1;158+048;SAINT-HILAIRE-PEYROUX;CORREZE;2967;c10eac08-f312-11e3-90ff-015864e0362d;593331.3278999999;6454526.000799999;1.641852270895048;45.1817867684608;45.1817867684608, 1.6418522708950478;45.18178676844173, 1.6418522708950472;"{""coordinates"": [1.641852270895047, 45.18178676844173], ""type"": ""Point""}"
87576876;Gièvres;O;O;593000;1;231+690;GIEVRES;LOIR-ET-CHER;4305;c09dd70a-f312-11e3-90ff-015864e0362d;599323.6044000015;6687357.824499998;1.66813603974657;47.278892429826755;47.278892429826755, 1.6681360397465699;47.27889242981375, 1.6681360397465685;"{""coordinates"": [1.668136039746569, 47.27889242981375], ""type"": ""Point""}"
87783647;Bagnols-Chadenet;N;O;723000;1;658+928;CHADENET;LOZERE;3056;d98ab0ac-6667-11e3-89ff-01f464e0362d;749930.0342999995;6381259.1875;3.628354122404666;44.528613895562785;44.528613895562785, 3.6283541224046663;44.528613895541916, 3.6283541224046663;"{""coordinates"": [3.628354122404666, 44.528613895541916], ""type"": ""Point""}"
87491589;Blaye;O;N;547000;1;024+500;BLAYE;GIRONDE;8170;d9a70f34-6667-11e3-89ff-01f464e0362d;412101.6966999993;6454290.9661;-0.663227373813743;45.12778957605493;45.12778957605493, -0.6632273738137431;45.1277895760357, -0.6632273738137463;"{""coordinates"": [-0.663227373813746, 45.1277895760357], ""type"": ""Point""}"
87611947;Lalande-Église;N;O;640000;1;252+000;TOULOUSE;HAUTE-GARONNE;4824;c0835c4a-f312-11e3-90ff-015864e0362d;573224.9543000013;6284188.756900001;1.429055927697945;43.645392206401745;43.645392206401745, 1.4290559276979449;43.6453922063786, 1.4290559276979435;"{""coordinates"": [1.429055927697944, 43.6453922063786], ""type"": ""Point""}"
87286807;Genech;N;O;268000;1;252+844;GENECH;NORD;4282;29dce5ec-dfbc-11e3-a2ff-01a464e0362d;715657.0724999979;7048206.4978;3.220479480723978;50.53091976111437;50.53091976111437, 3.2204794807239776;50.53091976110024, 3.220479480723978;"{""coordinates"": [3.220479480723978, 50.53091976110024], ""type"": ""Point""}"
87213108;Schweighouse-sur-Moder;O;O;160000;1;033+497;SCHWEIGHOUSE-SUR-MODER;BAS-RHIN;6797;e142ed40-19bf-11e5-a6ff-01fc64e0362d;1047909.7566;6869215.603799999;7.741946133955294;48.828951234919714;48.828951234919714, 7.7419461339552935;48.82895123489752, 7.741946133955297;"{""coordinates"": [7.741946133955297, 48.82895123489752], ""type"": ""Point""}"
87345280;Bauvin-Provin;N;O;286000;1;222+391;BAUVIN;NORD;3109;d9db6e70-6667-11e3-89ff-01f464e0362d;693254.0031000003;7046044.392099999;2.90504075604601;50.51167305704527;50.51167305704527, 2.9050407560460103;50.51167305703107, 2.9050407560460103;"{""coordinates"": [2.90504075604601, 50.51167305703107], ""type"": ""Point""}"
87612002;Labège-Innopole;N;O;640000;1;265+292;LABEGE;HAUTE-GARONNE;4798;e1744ca6-19bf-11e5-a6ff-01fc64e0362d;579814.125699997;6273129.294300001;1.51326637657675;43.547049886392934;43.547049886392934, 1.51326637657675;43.54704988636956, 1.5132663765767493;"{""coordinates"": [1.513266376576749, 43.54704988636956], ""type"": ""Point""}"
87413385;Yvetot;N;O;340000;1;177+127;YVETOT;SEINE-MARITIME;7377;29054fe6-dfbc-11e3-a2ff-01a464e0362d;537367.0085999966;6949321.256200001;0.750127475011409;49.62220857990937;49.62220857990937, 0.7501274750114086;49.62220857989107, 0.7501274750114066;"{""coordinates"": [0.750127475011407, 49.62220857989107], ""type"": ""Point""}"
87484303;Cholet;O;O;523000;1;042+488;CHOLET;MAINE-ET-LOIRE;3716;c11ffcae-f312-11e3-90ff-015864e0362d;406387.65640000254;6670079.288699999;-0.870296423545569;47.06618658131302;47.06618658131302, -0.8702964235455685;47.066186581299384, -0.8702964235455716;"{""coordinates"": [-0.870296423545572, 47.066186581299384], ""type"": ""Point""}"
87751107;Marseille-Prado;O;N;937000;1;003+238;MARSEILLE;BOUCHES-DU-RHONE;5396;e5513466-6667-11e3-a7ff-01f464e0362d;894869.0581;6245133.982299998;5.399603345623433;43.27873141561914;43.27873141561914, 5.399603345623433;43.27873141559512, 5.399603345623435;"{""coordinates"": [5.399603345623435, 43.27873141559512], ""type"": ""Point""}"
87574459;St-Martin-le-Beau;N;O;593000;1;293+336;SAINT-MARTIN-LE-BEAU;INDRE-ET-LOIRE;6583;e191905e-19bf-11e5-a6ff-01fc64e0362d;541938.0974999964;6697067.4309;0.905859176101644;47.355075610579306;47.355075610579306, 0.9058591761016436;47.355075610566516, 0.905859176101642;"{""coordinates"": [0.905859176101642, 47.355075610566516], ""type"": ""Point""}"
87586479;Ste-Bazeille;N;O;640000;1;071+985;SAINTE-BAZEILLE;LOT-ET-GARONNE;6704;29126f00-dfbc-11e3-a2ff-01a464e0362d;469070.1503000036;6385744.664900001;0.092992449843815;44.53251019758875;44.53251019758875, 0.09299244984381463;44.5325101975679, 0.09299244984381225;"{""coordinates"": [0.092992449843812, 44.5325101975679], ""type"": ""Point""}"
87342535;Vis-à-Marles;N;O;289000;1;050+923;MARLES-LES-MINES;PAS-DE-CALAIS;7305;c0e8f482-f312-11e3-90ff-015864e0362d;665612.8198999986;7045306.770399999;2.516022310523782;50.50414272658824;50.50414272658824, 2.516022310523782;50.504142726574, 2.5160223105237813;"{""coordinates"": [2.516022310523781, 50.504142726574], ""type"": ""Point""}"
87721563;Fleurieux-sur-l'Arbresle;N;O;782000;1;018+721;FLEURIEUX-SUR-L'ARBRESLE;RHONE;4165;29e402ca-dfbc-11e3-a2ff-01a464e0362d;828871.6111999974;6528570.1305;4.660592553132625;45.844585178584154;45.844585178584154, 4.660592553132625;45.84458517856696, 4.660592553132626;"{""coordinates"": [4.660592553132626, 45.84458517856696], ""type"": ""Point""}"
87192237;Rémilly;O;O;140000;1;132+136;REMILLY;MOSELLE;6225;d9b4c822-6667-11e3-89ff-01f464e0362d;948223.8020000011;6884753.1493999995;6.394345586280259;49.01466094107639;49.01466094107639, 6.3943455862802585;49.01466094105513, 6.394345586280262;"{""coordinates"": [6.394345586280262, 49.01466094105513], ""type"": ""Point""}"
87393553;Nonancourt;N;O;395000;1;096+366;NONANCOURT;EURE;5821;2997c140-dfbc-11e3-a2ff-01a464e0362d;567207.3787999973;6854354.259599999;1.192839793195551;48.775607268571356;48.775607268571356, 1.192839793195551;48.775607268548875, 1.19283979319555;"{""coordinates"": [1.19283979319555, 48.775607268548875], ""type"": ""Point""}"
87174441;St-Hilaire-au-Temple;O;O;085000;1;186+116;SAINT-HILAIRE-AU-TEMPLE;MARNE;6495;d9c59a6c-6667-11e3-89ff-01f464e0362d;800820.0524000004;6884863.476599999;4.379403411513751;49.05571428739564;49.05571428739564, 4.379403411513751;49.0557142873746, 4.379403411513753;"{""coordinates"": [4.379403411513753, 49.0557142873746], ""type"": ""Point""}"
87393843;St-Quentin-en-Yvelines;N;O;395306;1;001+974;MONTIGNY-LE-BRETONNEUX;YVELINES;6653;d9a65d3a-6667-11e3-89ff-01f464e0362d;629835.5129000023;6854612.910799999;2.044976435504766;48.78778463203433;48.78778463203433, 2.0449764355047657;48.78778463201191, 2.044976435504765;"{""coordinates"": [2.044976435504765, 48.78778463201191], ""type"": ""Point""}"
87381038;Avenue-Foch;N;O;962000;1;005+320;PARIS;PARIS;3023;e035f4f8-19bf-11e5-82ff-01fc64e0362d;646856.5050999969;6863680.452300001;2.2755053026993;48.87095631866803;48.87095631866803, 2.2755053026992997;48.870956318646044, 2.2755053026992993;"{""coordinates"": [2.275505302699299, 48.870956318646044], ""type"": ""Point""}"
87672386;Urt;N;O;650000;1;304+945;URT;PYRENEES-ATLANTIQUES;7059;e17b9a8a-19bf-11e5-a6ff-01fc64e0362d;352262.5247000009;6276171.1525;-1.299916389086193;43.499391481706006;43.499391481706006, -1.299916389086193;43.499391481682515, -1.2999163890861951;"{""coordinates"": [-1.299916389086195, 43.499391481682515], ""type"": ""Point""}"
87191304;Yutz;N;O;177000;1;003+502;YUTZ;MOSELLE;7376;29c0765c-dfbc-11e3-a2ff-01a464e0362d;933155.0152999982;6922695.9575;6.20959781720118;49.3611457256616;49.3611457256616, 6.20959781720118;49.36114572564205, 6.209597817201183;"{""coordinates"": [6.209597817201183, 49.36114572564205], ""type"": ""Point""}"
87743633;St-Claude;N;O;878000;1;073+158;SAINT-CLAUDE;JURA;6408;d9718432-6667-11e3-89ff-01f464e0362d;919737.8593000025;6591756.139400002;5.860136354027906;46.389928864056245;46.389928864056245, 5.860136354027906;46.38992886404063, 5.860136354027909;"{""coordinates"": [5.860136354027909, 46.38992886404063], ""type"": ""Point""}"
87583443;Chasseneuil-sur-Bonnieure;N;O;610000;2;480+419;CHASSENEUIL-SUR-BONNIEURE;CHARENTE;3636;299cee58-dfbc-11e3-a2ff-01a464e0362d;502331.7674999982;6528142.569200002;0.453604554126945;45.824234859933554;45.824234859933554, 0.4536045541269451;45.824234859916295, 0.45360455412694356;"{""coordinates"": [0.453604554126944, 45.824234859916295], ""type"": ""Point""}"
87118810;Estissac;O;N;006000;3;110+278;ESTISSAC;AUBE;8318;d9cbd5f0-6667-11e3-89ff-01f464e0362d;759532.9644000009;6797408.207899999;3.802414541228782;48.274286236155824;48.274286236155824, 3.8024145412287815;48.27428623614572, 3.8024145412287824;"{""coordinates"": [3.802414541228782, 48.27428623614572], ""type"": ""Point""}"
87113696;Rosny-Bois-Perrier;N;O;001000;1;011+216;ROSNY-SOUS-BOIS;SEINE-SAINT-DENIS;6304;c0ba9006-f312-11e3-90ff-015864e0362d;661973.2829999998;6864842.8906;2.481478166402765;48.88247987492721;48.88247987492721, 2.4814781664027654;48.882479874905286, 2.481478166402765;"{""coordinates"": [2.481478166402765, 48.882479874905286], ""type"": ""Point""}"
87381137;Asnières-sur-Seine;N;O;334000;1;004+516;ASNIERES-SUR-SEINE;HAUTS-DE-SEINE;2953;d946e1bc-6667-11e3-89ff-01f464e0362d;647541.5947000012;6867530.222199999;2.284368840588698;48.905631851894405;48.905631851894405, 2.2843688405886984;48.90563185187259, 2.2843688405886984;"{""coordinates"": [2.284368840588698, 48.90563185187259], ""type"": ""Point""}"
87571414;Veigné;N;O;594000;1;253+514;VEIGNE;INDRE-ET-LOIRE;9036;d9e59b94-6667-11e3-89ff-01f464e0362d;528800.700000003;6690365.705200002;0.734442350054996;47.2915030694559;47.2915030694559, 0.734442350054996;47.29150306944293, 0.7344423500549944;"{""coordinates"": [0.734442350054994, 47.29150306944293], ""type"": ""Point""}"
87276600;St-Leu-la-Forêt;N;O;328000;1;018+710;SAINT-LEU-LA-FORET;VAL-D'OISE;6550;295ea3b4-dfbc-11e3-a2ff-01a464e0362d;644605.5340000018;6879766.114500001;2.242717056237729;49.01541026276837;49.01541026276837, 2.242717056237729;49.01541026274712, 2.2427170562377285;"{""coordinates"": [2.242717056237729, 49.01541026274712], ""type"": ""Point""}"
87296244;Busigny;N;O;242000;1;180+330;BUSIGNY;NORD;3439;c01bf4d8-f312-11e3-90ff-015864e0362d;731974.6762999967;6993559.737;3.445911192196971;50.03964988498478;50.03964988498478, 3.4459111921969714;50.039649884968455, 3.445911192196972;"{""coordinates"": [3.445911192196972, 50.039649884968455], ""type"": ""Point""}"
87386318;Nanterre-Université;N;O;975000;1;010+314;NANTERRE;HAUTS-DE-SEINE;5735;e19e7eba-19bf-11e5-a6ff-01fc64e0362d;641911.3735999987;6866860.011799999;2.207658698986693;48.89912157677641;48.89912157677641, 2.2076586989866933;48.89912157675456, 2.2076586989866924;"{""coordinates"": [2.207658698986692, 48.89912157675456], ""type"": ""Point""}"
87574160;Beaugency;N;O;570000;2;148+235;BEAUGENCY;LOIRET;3128;d986357a-6667-11e3-89ff-01f464e0362d;597097.5508000031;6742905.618999999;1.625906566109927;47.77848609520921;47.77848609520921, 1.625906566109927;47.77848609519768, 1.6259065661099257;"{""coordinates"": [1.625906566109926, 47.77848609519768], ""type"": ""Point""}"
87384008;Paris-St-Lazare;N;O;334900;1;000+000;PARIS;PARIS;5937;d96bf676-6667-11e3-89ff-01f464e0362d;650503.5811000019;6864280.9254;2.325152694046312;48.876646819628434;48.876646819628434, 2.3251526940463116;48.87664681960648, 2.325152694046311;"{""coordinates"": [2.325152694046311, 48.87664681960648], ""type"": ""Point""}"
87272096;Esches;N;O;325000;1;048+629;ESCHES;OISE;4075;28f4b81c-dfbc-11e3-a2ff-01a464e0362d;639561.9343999997;6901737.033799998;2.170617493219589;49.21248581843525;49.21248581843525, 2.170617493219589;49.212485818414976, 2.1706174932195883;"{""coordinates"": [2.170617493219588, 49.212485818414976], ""type"": ""Point""}"
87741256;Aiguebelle;O;O;900000;1;175+198;VAL-D'ARC;SAVOIE;2810;2972b9e4-dfbc-11e3-a2ff-01a464e0362d;957970.3425000012;6499225.0044;6.306820208917644;45.543891485387576;45.543891485387576, 6.306820208917644;45.54389148536953, 6.306820208917646;"{""coordinates"": [6.306820208917646, 45.54389148536953], ""type"": ""Point""}"
87393421;Plaisir-Grignon;N;O;395000;1;032+218;PLAISIR;YVELINES;6012;2925839a-dfbc-11e3-a2ff-01a464e0362d;622297.244099997;6859640.0011;1.941465946324533;48.832128140387084;48.832128140387084, 1.9414659463245325;48.832128140364894, 1.9414659463245316;"{""coordinates"": [1.941465946324532, 48.832128140364894], ""type"": ""Point""}"
87594572;St-Denis-près-Martel;N;O;718000;1;175+202;SAINT-DENIS-LES-MARTEL;LOT;6426;d98267a8-6667-11e3-89ff-01f464e0362d;594823.8927000016;6428278.2379;1.666495861437176;44.94571803823343;44.94571803823343, 1.6664958614371763;44.9457180382137, 1.6664958614371754;"{""coordinates"": [1.666495861437175, 44.9457180382137], ""type"": ""Point""}"
87546291;Rungis-la-Fraternelle;N;O;985000;1;018+025;RUNGIS;VAL-DE-MARNE;6340;d9a98a82-6667-11e3-89ff-01f464e0362d;652414.4772000015;6849119.525400002;2.352899162059443;48.740439993955135;48.740439993955135, 2.3528991620594426;48.740439993932476, 2.352899162059442;"{""coordinates"": [2.352899162059442, 48.740439993932476], ""type"": ""Point""}"
87182014;Colmar;O;O;115000;1;065+817;COLMAR;HAUT-RHIN;3771;d990559e-6667-11e3-89ff-01f464e0362d;1023570.3008999974;6783611.367600001;7.346746102147759;48.07270603729139;48.07270603729139, 7.346746102147759;48.0727060372807, 7.346746102147763;"{""coordinates"": [7.346746102147763, 48.0727060372807], ""type"": ""Point""}"
87611095;Boussens;O;O;650000;1;065+692;BOUSSENS;HAUTE-GARONNE;3351;e025fa3c-19bf-11e5-82ff-01fc64e0362d;534997.5203000009;6233213.086599998;0.97176452643156;43.1790743815484;43.1790743815484, 0.9717645264315595;43.17907438152414, 0.9717645264315584;"{""coordinates"": [0.971764526431558, 43.17907438152414], ""type"": ""Point""}"
87116269;Guérard-La Celle-sur-Morin;N;O;002000;1;061+167;GUERARD;SEINE-ET-MARNE;4379;e176a854-19bf-11e5-a6ff-01fc64e0362d;696677.7677000016;6856708.4802;2.954761856629998;48.81043906077055;48.81043906077055, 2.954761856629998;48.81043906074826, 2.9547618566299976;"{""coordinates"": [2.954761856629998, 48.81043906074826], ""type"": ""Point""}"
87574475;Bléré-la-Croix;N;O;593000;1;286+743;LA CROIX-EN-TOURAINE;INDRE-ET-LOIRE;3254;d96e55f2-6667-11e3-89ff-01f464e0362d;548075.9557999969;6694993.364100002;0.987842992120873;47.33784724899481;47.33784724899481, 0.9878429921208727;47.33784724898198, 0.9878429921208715;"{""coordinates"": [0.987842992120871, 47.33784724898198], ""type"": ""Point""}"
87212357;Drusenheim;N;O;145000;1;026+631;DRUSENHEIM;BAS-RHIN;4010;2978d5a8-dfbc-11e3-a2ff-01a464e0362d;1063426.6532000005;6863156.062100001;7.94772836798574;48.76599900112702;48.76599900112702, 7.94772836798574;48.76599900110449, 7.947728367985743;"{""coordinates"": [7.947728367985743, 48.76599900110449], ""type"": ""Point""}"
87694174;St-Symphorien-de-Marmagne;N;O;760000;1;117+255;SAINT-SYMPHORIEN-DE-MARMAGNE;SAONE-ET-LOIRE;6683;e021286a-19bf-11e5-82ff-01fc64e0362d;801895.7036999986;6639111.495000001;4.337183795256776;46.84439824599816;46.84439824599816, 4.3371837952567756;46.844398245983854, 4.337183795256776;"{""coordinates"": [4.337183795256776, 46.844398245983854], ""type"": ""Point""}"
87172155;Mohon;O;O;205000;1;140+642;CHARLEVILLE-MEZIERES;ARDENNES;5539;d9a3ab02-6667-11e3-89ff-01f464e0362d;824934.3322999999;6962938.345899999;4.732672601969852;49.753068017671595;49.753068017671595, 4.732672601969852;49.75306801765392, 4.7326726019698535;"{""coordinates"": [4.732672601969854, 49.75306801765392], ""type"": ""Point""}"
87172270;Rethel;O;O;205000;1;094+014;RETHEL;ARDENNES;6237;d9aeffbc-6667-11e3-89ff-01f464e0362d;799285.3743999973;6934782.541000001;4.370261280952036;49.50463379393168;49.50463379393168, 4.370261280952036;49.504633793912824, 4.370261280952037;"{""coordinates"": [4.370261280952037, 49.504633793912824], ""type"": ""Point""}"
87613489;Lexos;O;O;718000;1;308+400;VAREN;TARN-ET-GARONNE;5147;e1802a82-19bf-11e5-a6ff-01fc64e0362d;610897.436999999;6338759.450399999;1.886266293554495;44.142185505430454;44.142185505430454, 1.8862662935544954;44.142185505408555, 1.8862662935544945;"{""coordinates"": [1.886266293554494, 44.142185505408555], ""type"": ""Point""}"
